Country,City,Year,AQI_Level,PM2_5,PM10,NO2,CO_Level,Pollution_Source,Air_Quality_Status
USA,San Francisco,2026,126,70.15,114.52,67.99,3.86,Industrial Pollution,Poor
USA,Los Angeles,2021,87,55.07,72.63,28.91,3.29,Burning Waste,Moderate
Japan,Yokohama,2019,83,32.66,79.51,37.17,2.15,Construction Dust,Moderate
India,Bangalore,2021,246,136.49,236.86,106.45,7.55,Power Plants,Very Poor
Germany,Berlin,2020,62,40.27,98.43,29.52,1.85,Natural Dust,Moderate
France,Marseille,2020,100,43.82,88.92,48.83,3.37,Construction Dust,Moderate
Canada,Montreal,2022,38,17.05,46.55,13.04,1.16,Natural Dust,Good
Brazil,Brasilia,2018,202,135.91,227.45,130.8,6.07,Industrial Pollution,Very Poor
UAE,Sharjah,2022,351,248.65,311.82,204.54,10.23,Industrial Pollution,Hazardous
Japan,Osaka,2025,50,28.12,73.05,23.4,1.68,Natural Dust,Good
Brazil,Brasilia,2026,188,103.77,164.66,105.34,5.75,Industrial Pollution,Poor
UAE,Dubai,2018,291,110.53,162.69,167.67,12.51,Vehicle Emissions,Very Poor
Canada,Calgary,2019,15,9.16,23.29,2.0,0.55,Natural Dust,Good
Canada,Vancouver,2019,49,27.29,51.06,38.73,1.69,Vehicle Emissions,Good
France,Lyon,2023,45,24.82,62.85,18.39,0.96,Natural Dust,Good
Australia,Adelaide,2018,66,47.06,63.5,35.25,2.92,Burning Waste,Moderate
Canada,Calgary,2018,44,25.62,50.75,14.38,1.44,Burning Waste,Good
Brazil,Rio de Janeiro,2019,220,79.19,176.85,88.77,6.59,Construction Dust,Very Poor
UK,Leeds,2021,126,77.61,142.31,84.08,3.43,Industrial Pollution,Poor
UK,Leeds,2019,115,56.34,86.21,54.86,4.66,Burning Waste,Poor
UAE,Sharjah,2021,238,159.17,208.86,135.99,6.86,Industrial Pollution,Very Poor
UAE,Abu Dhabi,2020,220,135.91,257.17,86.96,6.91,Construction Dust,Very Poor
Australia,Brisbane,2020,85,50.28,79.41,51.56,3.74,Vehicle Emissions,Moderate
UK,London,2026,124,70.67,115.92,52.57,5.33,Burning Waste,Poor
UAE,Al Ain,2025,321,202.57,326.62,134.78,9.93,Power Plants,Hazardous
Canada,Toronto,2026,66,36.06,65.23,30.97,2.15,Power Plants,Moderate
UAE,Sharjah,2018,292,144.91,185.37,122.66,8.82,Power Plants,Very Poor
USA,Houston,2022,63,28.62,50.66,46.18,2.94,Traffic Congestion,Moderate
Australia,Adelaide,2021,103,53.01,84.13,41.24,2.84,Power Plants,Poor
Japan,Yokohama,2026,170,80.27,119.0,67.11,5.07,Power Plants,Poor
India,Mumbai,2020,374,267.75,352.93,151.11,11.07,Power Plants,Hazardous
Germany,Cologne,2022,66,40.52,73.68,20.33,1.83,Power Plants,Moderate
India,Delhi,2025,495,340.17,550.0,202.05,20.33,Burning Waste,Hazardous
India,Kolkata,2022,312,191.44,288.78,130.15,9.31,Power Plants,Hazardous
France,Marseille,2026,120,59.58,139.33,52.59,3.33,Natural Dust,Poor
Japan,Nagoya,2019,79,29.02,60.51,22.52,2.2,Natural Dust,Moderate
UAE,Abu Dhabi,2023,333,222.82,264.82,142.92,10.1,Power Plants,Hazardous
France,Paris,2022,75,41.21,65.62,42.92,3.5,Traffic Congestion,Moderate
India,Chennai,2026,345,218.86,429.91,132.52,9.93,Construction Dust,Hazardous
USA,Los Angeles,2024,133,78.54,137.47,52.33,5.23,Burning Waste,Poor
Germany,Frankfurt,2025,37,20.34,62.18,17.54,1.45,Natural Dust,Good
India,Chennai,2024,412,170.85,380.67,173.59,12.42,Construction Dust,Hazardous
UK,Leeds,2022,70,42.48,60.49,42.17,2.33,Industrial Pollution,Moderate
Japan,Nagoya,2022,109,67.54,84.11,52.95,3.56,Power Plants,Poor
Japan,Nagoya,2021,80,32.4,59.68,39.51,3.27,Vehicle Emissions,Moderate
Japan,Kyoto,2019,109,39.66,70.46,58.37,4.15,Traffic Congestion,Poor
Australia,Sydney,2026,27,13.0,26.4,12.79,1.4,Traffic Congestion,Good
Australia,Brisbane,2020,50,22.43,44.43,27.1,2.05,Traffic Congestion,Good
Canada,Montreal,2020,69,45.58,72.91,31.54,1.57,Power Plants,Moderate
Brazil,Rio de Janeiro,2020,159,108.21,159.67,66.45,4.5,Power Plants,Poor
Germany,Hamburg,2025,114,69.86,142.71,51.78,3.27,Construction Dust,Poor
France,Toulouse,2023,153,62.68,93.93,90.54,6.82,Traffic Congestion,Poor
UAE,Abu Dhabi,2018,288,184.83,231.21,166.13,12.34,Traffic Congestion,Very Poor
India,Bangalore,2020,342,123.45,202.11,208.71,14.2,Traffic Congestion,Hazardous
Brazil,Rio de Janeiro,2021,130,70.36,116.97,86.47,4.34,Industrial Pollution,Poor
UAE,Al Ain,2019,189,100.4,196.68,79.85,5.3,Construction Dust,Poor
France,Marseille,2023,153,85.07,123.25,52.71,6.64,Burning Waste,Poor
Brazil,Rio de Janeiro,2018,210,124.31,192.22,128.14,8.74,Traffic Congestion,Very Poor
UAE,Al Ain,2018,344,227.08,329.35,205.06,9.88,Industrial Pollution,Hazardous
USA,Houston,2025,77,29.8,61.9,22.48,2.34,Natural Dust,Moderate
Australia,Adelaide,2021,109,67.16,125.62,73.73,2.87,Industrial Pollution,Poor
France,Paris,2018,147,80.67,135.11,95.71,4.45,Industrial Pollution,Poor
Germany,Munich,2024,71,43.77,103.06,25.97,2.19,Construction Dust,Moderate
UK,Birmingham,2026,117,82.64,127.08,47.27,3.6,Power Plants,Poor
USA,Houston,2024,134,82.72,97.17,46.88,4.51,Power Plants,Poor
Australia,Brisbane,2018,99,69.74,103.53,36.8,3.29,Power Plants,Moderate
Japan,Nagoya,2018,94,64.09,110.5,31.9,2.84,Power Plants,Moderate
Australia,Brisbane,2018,129,85.57,147.98,51.01,3.39,Power Plants,Poor
Brazil,Sao Paulo,2025,166,116.13,194.67,65.1,7.41,Burning Waste,Poor
Canada,Ottawa,2024,61,26.85,55.53,28.11,2.54,Vehicle Emissions,Moderate
USA,New York,2020,36,20.53,54.0,16.82,1.11,Natural Dust,Good
Japan,Tokyo,2020,119,88.45,157.25,68.89,3.53,Industrial Pollution,Poor
Brazil,Sao Paulo,2020,260,127.28,198.2,153.98,10.47,Vehicle Emissions,Very Poor
France,Nice,2019,113,53.0,87.01,35.46,4.76,Burning Waste,Poor
Germany,Cologne,2021,107,40.7,75.71,66.02,4.99,Traffic Congestion,Poor
Australia,Perth,2024,63,23.12,43.35,46.03,2.35,Traffic Congestion,Moderate
France,Marseille,2026,82,59.8,101.06,37.42,2.61,Power Plants,Moderate
Japan,Kyoto,2020,112,46.47,84.26,63.99,4.94,Traffic Congestion,Poor
Brazil,Brasilia,2024,221,139.63,216.24,95.91,9.06,Burning Waste,Very Poor
Canada,Toronto,2021,54,31.42,74.53,27.68,1.63,Natural Dust,Moderate
Australia,Adelaide,2018,22,12.98,39.28,11.58,0.75,Natural Dust,Good
Germany,Cologne,2022,129,66.9,109.58,45.16,5.67,Burning Waste,Poor
Canada,Toronto,2025,40,23.17,35.61,25.98,2.15,Traffic Congestion,Good
UAE,Abu Dhabi,2020,165,94.46,157.25,96.46,7.2,Vehicle Emissions,Poor
Brazil,Brasilia,2021,256,118.93,216.83,154.63,7.8,Industrial Pollution,Very Poor
France,Toulouse,2020,66,31.99,68.97,17.21,2.15,Construction Dust,Moderate
Australia,Melbourne,2025,27,16.94,46.44,19.28,1.19,Construction Dust,Good
Australia,Adelaide,2025,36,13.68,38.74,8.03,1.54,Natural Dust,Good
Japan,Tokyo,2021,107,63.24,88.73,66.08,3.47,Industrial Pollution,Poor
Germany,Frankfurt,2019,119,84.38,131.68,45.98,3.78,Power Plants,Poor
UK,London,2020,66,46.35,69.49,25.53,2.68,Burning Waste,Moderate
UAE,Al Ain,2020,161,85.22,153.71,90.83,6.75,Traffic Congestion,Poor
Canada,Toronto,2021,96,60.89,116.89,41.74,2.57,Power Plants,Moderate
USA,Chicago,2019,123,71.93,126.45,39.54,3.63,Natural Dust,Poor
USA,New York,2019,119,83.54,108.06,55.1,4.57,Burning Waste,Poor
Australia,Brisbane,2020,44,24.23,46.97,9.48,1.18,Construction Dust,Good
Japan,Tokyo,2018,118,46.95,111.34,44.27,3.37,Natural Dust,Poor
India,Delhi,2025,451,244.61,415.3,179.44,13.82,Natural Dust,Hazardous
Australia,Brisbane,2023,68,31.0,56.18,46.08,1.75,Industrial Pollution,Moderate
USA,New York,2020,76,46.69,82.95,55.57,3.48,Vehicle Emissions,Moderate
USA,Los Angeles,2018,38,13.6,39.81,11.47,0.7,Natural Dust,Good
UAE,Ajman,2020,282,174.62,293.07,167.17,12.14,Vehicle Emissions,Very Poor
France,Marseille,2018,144,104.85,171.58,93.34,4.02,Industrial Pollution,Poor
India,Kolkata,2020,321,152.56,259.86,136.59,9.49,Natural Dust,Hazardous
Australia,Melbourne,2021,103,59.32,86.52,59.36,4.41,Traffic Congestion,Poor
UAE,Ajman,2023,306,165.05,290.41,125.64,9.18,Natural Dust,Hazardous
Japan,Tokyo,2024,120,70.93,163.41,51.4,3.34,Construction Dust,Poor
UAE,Sharjah,2024,186,136.2,234.39,74.95,8.21,Burning Waste,Poor
Australia,Brisbane,2026,72,43.71,64.63,49.33,2.89,Traffic Congestion,Moderate
Brazil,Fortaleza,2025,262,124.85,194.16,152.47,10.81,Vehicle Emissions,Very Poor
UK,Glasgow,2021,49,20.34,44.52,28.67,1.08,Construction Dust,Good
Australia,Adelaide,2023,57,25.14,45.34,39.44,2.18,Traffic Congestion,Moderate
Germany,Cologne,2018,78,30.88,61.56,31.75,1.91,Natural Dust,Moderate
USA,Houston,2025,68,36.9,60.93,33.38,2.17,Industrial Pollution,Moderate
India,Bangalore,2023,495,280.45,347.0,205.18,14.46,Power Plants,Hazardous
India,Kolkata,2019,419,199.09,375.9,165.45,12.14,Construction Dust,Hazardous
France,Paris,2025,54,25.01,54.78,27.19,1.61,Construction Dust,Moderate
UK,Leeds,2021,141,74.43,132.56,53.4,4.16,Power Plants,Poor
Germany,Cologne,2026,69,28.56,71.4,37.44,2.21,Natural Dust,Moderate
USA,Houston,2021,97,61.62,137.53,42.99,2.75,Construction Dust,Moderate
India,Chennai,2018,288,119.0,147.72,174.64,12.3,Vehicle Emissions,Very Poor
Germany,Frankfurt,2024,89,44.17,98.36,27.9,2.48,Natural Dust,Moderate
UAE,Al Ain,2022,137,76.18,118.56,91.89,5.91,Vehicle Emissions,Poor
France,Toulouse,2022,76,43.17,61.84,52.64,3.54,Vehicle Emissions,Moderate
Australia,Brisbane,2021,69,41.66,97.15,32.91,2.36,Construction Dust,Moderate
Australia,Brisbane,2023,33,17.22,41.12,20.78,1.04,Natural Dust,Good
Brazil,Fortaleza,2018,144,69.54,142.13,64.01,4.12,Construction Dust,Poor
USA,Houston,2020,79,41.22,91.24,36.78,2.14,Construction Dust,Moderate
Germany,Cologne,2024,68,44.17,80.72,18.69,2.35,Natural Dust,Moderate
Canada,Toronto,2025,32,15.67,44.3,19.8,0.73,Natural Dust,Good
India,Delhi,2026,231,148.69,307.68,88.96,6.53,Natural Dust,Very Poor
Japan,Kyoto,2018,137,81.05,140.27,73.46,6.1,Traffic Congestion,Poor
Japan,Nagoya,2021,73,43.87,79.47,37.16,2.52,Natural Dust,Moderate
Australia,Sydney,2019,103,58.05,96.8,68.83,3.44,Industrial Pollution,Poor
Canada,Vancouver,2019,75,43.8,103.77,37.5,2.55,Natural Dust,Moderate
Japan,Tokyo,2018,115,78.17,108.04,45.36,3.35,Power Plants,Poor
UK,Leeds,2022,97,60.75,140.32,34.95,3.2,Natural Dust,Moderate
UK,Leeds,2019,47,27.4,57.69,22.07,1.47,Construction Dust,Good
USA,New York,2021,112,81.65,152.48,47.23,3.4,Power Plants,Poor
Canada,Ottawa,2026,48,19.69,35.73,37.09,2.35,Traffic Congestion,Good
UK,Leeds,2020,75,35.08,68.61,23.72,2.95,Burning Waste,Moderate
UK,Birmingham,2025,69,34.8,68.0,41.52,3.15,Vehicle Emissions,Moderate
Australia,Brisbane,2023,107,50.41,80.81,71.62,3.05,Industrial Pollution,Poor
Japan,Nagoya,2022,115,57.51,79.13,42.51,3.05,Power Plants,Poor
USA,Houston,2019,101,59.7,90.88,52.74,3.86,Traffic Congestion,Poor
Germany,Frankfurt,2020,100,49.04,65.0,54.45,4.08,Vehicle Emissions,Moderate
UAE,Sharjah,2025,284,198.2,321.23,163.41,8.11,Industrial Pollution,Very Poor
India,Kolkata,2026,404,183.54,303.56,157.36,12.43,Natural Dust,Hazardous
India,Delhi,2024,441,184.37,289.69,220.0,18.8,Traffic Congestion,Hazardous
France,Marseille,2018,125,67.54,116.33,82.49,5.51,Vehicle Emissions,Poor
UAE,Al Ain,2023,304,153.67,196.55,184.04,12.71,Traffic Congestion,Hazardous
UAE,Dubai,2024,290,127.27,278.33,117.16,8.34,Construction Dust,Very Poor
India,Kolkata,2023,395,209.7,437.91,165.52,11.87,Construction Dust,Hazardous
India,Mumbai,2019,178,66.77,152.32,79.31,5.08,Natural Dust,Poor
Germany,Munich,2026,42,21.78,45.68,32.58,1.89,Vehicle Emissions,Good
Canada,Vancouver,2020,20,9.12,28.88,8.2,0.37,Natural Dust,Good
Canada,Calgary,2023,15,7.11,27.61,5.92,0.77,Natural Dust,Good
Germany,Berlin,2023,56,26.3,47.64,26.53,1.81,Industrial Pollution,Moderate
Japan,Nagoya,2025,101,40.54,76.25,67.98,4.06,Vehicle Emissions,Poor
UAE,Abu Dhabi,2021,284,212.62,312.28,119.38,11.44,Burning Waste,Very Poor
Brazil,Rio de Janeiro,2023,186,100.32,226.54,72.71,5.33,Natural Dust,Poor
UAE,Dubai,2018,266,121.66,164.22,153.58,7.7,Industrial Pollution,Very Poor
France,Marseille,2026,130,89.96,122.38,82.2,4.05,Industrial Pollution,Poor
India,Mumbai,2026,217,131.77,191.84,130.94,8.93,Vehicle Emissions,Very Poor
UAE,Ajman,2024,315,145.44,207.26,130.33,9.26,Power Plants,Hazardous
India,Bangalore,2018,267,118.6,201.89,159.07,10.86,Traffic Congestion,Very Poor
UAE,Dubai,2020,280,123.47,220.22,109.08,8.06,Natural Dust,Very Poor
France,Paris,2022,92,34.94,89.14,39.92,3.06,Natural Dust,Moderate
Japan,Tokyo,2021,102,62.48,94.92,69.12,4.54,Vehicle Emissions,Poor
Brazil,Salvador,2022,120,72.8,103.24,45.92,3.47,Power Plants,Poor
UK,Glasgow,2024,76,47.37,79.46,53.57,1.95,Industrial Pollution,Moderate
Germany,Cologne,2026,98,36.89,60.48,50.74,4.45,Traffic Congestion,Moderate
Germany,Hamburg,2018,114,64.33,143.74,45.15,3.14,Construction Dust,Poor
Brazil,Sao Paulo,2022,228,115.4,207.26,84.89,6.87,Natural Dust,Very Poor
UAE,Al Ain,2020,293,165.68,311.96,125.3,9.27,Construction Dust,Very Poor
UK,Manchester,2020,140,80.73,138.54,77.58,5.64,Traffic Congestion,Poor
France,Marseille,2019,58,35.16,89.02,25.68,1.37,Natural Dust,Moderate
Canada,Vancouver,2023,48,24.97,53.38,19.47,2.5,Traffic Congestion,Good
UAE,Al Ain,2023,182,90.29,133.47,100.79,7.25,Vehicle Emissions,Poor
Japan,Kyoto,2020,86,44.81,79.99,27.2,2.85,Natural Dust,Moderate
India,Mumbai,2018,417,273.62,363.0,163.69,12.78,Power Plants,Hazardous
USA,San Francisco,2024,47,25.11,52.68,18.65,1.72,Natural Dust,Good
UAE,Ajman,2019,266,133.98,227.13,162.3,11.4,Vehicle Emissions,Very Poor
USA,New York,2025,101,45.7,65.93,50.75,3.91,Traffic Congestion,Poor
UAE,Sharjah,2020,153,112.33,140.42,70.86,6.7,Burning Waste,Poor
Brazil,Rio de Janeiro,2018,124,70.85,132.98,72.19,5.59,Vehicle Emissions,Poor
USA,New York,2026,88,55.92,87.8,61.33,3.85,Vehicle Emissions,Moderate
UAE,Al Ain,2022,288,130.53,225.48,182.26,12.58,Vehicle Emissions,Very Poor
Germany,Munich,2018,92,44.96,81.1,62.48,3.5,Vehicle Emissions,Moderate
USA,New York,2023,187,98.84,163.6,77.75,5.7,Power Plants,Poor
UAE,Ajman,2020,119,44.16,106.95,43.13,3.34,Natural Dust,Poor
Canada,Montreal,2021,79,51.99,84.28,28.69,2.02,Power Plants,Moderate
India,Chennai,2025,483,240.96,355.57,183.83,14.0,Power Plants,Hazardous
Canada,Vancouver,2022,92,43.32,69.23,30.41,3.46,Burning Waste,Moderate
UK,Glasgow,2023,58,35.2,61.13,29.13,2.5,Burning Waste,Moderate
UAE,Sharjah,2021,179,106.55,204.21,76.18,5.51,Natural Dust,Poor
Australia,Brisbane,2023,35,15.51,47.26,23.16,0.95,Natural Dust,Good
Japan,Yokohama,2020,80,47.74,66.75,51.38,3.02,Traffic Congestion,Moderate
Canada,Vancouver,2018,41,26.62,38.93,16.76,1.53,Vehicle Emissions,Good
USA,Chicago,2023,100,61.99,100.13,32.64,2.56,Power Plants,Moderate
Brazil,Fortaleza,2018,212,137.19,239.66,79.93,8.42,Burning Waste,Very Poor
Japan,Tokyo,2020,78,43.26,95.98,24.49,2.35,Construction Dust,Moderate
Australia,Adelaide,2025,86,39.29,76.26,45.97,3.61,Vehicle Emissions,Moderate
France,Lyon,2024,89,32.1,60.03,55.75,4.12,Traffic Congestion,Moderate
UAE,Dubai,2025,266,179.53,275.12,154.41,7.5,Industrial Pollution,Very Poor
Brazil,Salvador,2019,228,105.17,126.15,81.53,6.36,Power Plants,Very Poor
UAE,Dubai,2024,299,165.25,263.73,179.38,12.74,Vehicle Emissions,Very Poor
UK,London,2021,28,16.24,40.36,21.01,0.66,Natural Dust,Good
Australia,Sydney,2018,61,38.81,73.6,28.98,3.03,Vehicle Emissions,Moderate
UAE,Sharjah,2020,206,98.98,168.08,125.46,6.16,Industrial Pollution,Very Poor
USA,Los Angeles,2022,121,46.96,114.05,53.84,3.48,Natural Dust,Poor
UK,Manchester,2025,51,26.78,67.56,26.62,1.13,Construction Dust,Moderate
Germany,Munich,2019,144,70.6,107.36,67.16,6.36,Burning Waste,Poor
France,Toulouse,2019,121,90.69,157.81,40.29,5.29,Burning Waste,Poor
Australia,Perth,2025,69,47.88,90.37,35.17,1.69,Industrial Pollution,Moderate
India,Kolkata,2026,315,197.46,249.98,188.21,12.92,Traffic Congestion,Hazardous
Brazil,Salvador,2018,210,130.45,218.38,120.55,6.51,Industrial Pollution,Very Poor
Canada,Calgary,2019,35,15.82,32.19,25.45,1.2,Traffic Congestion,Good
UAE,Al Ain,2021,304,156.25,266.95,187.84,12.57,Traffic Congestion,Hazardous
Brazil,Brasilia,2020,163,83.08,131.55,69.26,7.05,Burning Waste,Poor
Brazil,Rio de Janeiro,2018,209,95.14,212.65,78.25,5.91,Construction Dust,Very Poor
India,Kolkata,2021,467,194.17,325.9,184.86,14.48,Construction Dust,Hazardous
India,Chennai,2019,412,224.68,333.51,220.0,17.05,Vehicle Emissions,Hazardous
UK,Leeds,2022,110,61.36,93.27,57.09,3.41,Industrial Pollution,Poor
Australia,Adelaide,2018,85,62.78,88.51,55.65,2.92,Industrial Pollution,Moderate
USA,Chicago,2025,167,106.33,185.71,103.3,5.49,Industrial Pollution,Poor
France,Toulouse,2019,114,56.84,117.31,52.52,3.02,Natural Dust,Poor
India,Chennai,2020,295,140.19,195.45,122.0,12.56,Burning Waste,Very Poor
India,Chennai,2020,381,241.17,327.24,150.38,15.73,Burning Waste,Hazardous
Canada,Calgary,2021,119,56.2,106.48,44.87,4.56,Burning Waste,Poor
Germany,Frankfurt,2024,108,67.0,148.76,41.91,3.03,Construction Dust,Poor
India,Chennai,2026,449,230.18,297.47,185.32,18.98,Burning Waste,Hazardous
Germany,Munich,2020,120,64.02,110.93,81.21,5.17,Vehicle Emissions,Poor
UK,London,2018,67,23.67,69.41,32.36,2.32,Natural Dust,Moderate
USA,New York,2018,109,77.02,108.45,52.93,4.31,Burning Waste,Poor
Brazil,Sao Paulo,2023,143,60.47,146.51,58.63,3.81,Natural Dust,Poor
India,Bangalore,2022,427,176.09,338.39,167.04,12.67,Natural Dust,Hazardous
UAE,Al Ain,2024,150,72.62,141.27,50.68,4.22,Construction Dust,Poor
Germany,Berlin,2024,78,36.17,62.39,46.72,1.99,Industrial Pollution,Moderate
Canada,Toronto,2020,70,29.84,82.52,32.96,2.58,Natural Dust,Moderate
France,Toulouse,2024,72,30.06,49.7,43.21,3.42,Vehicle Emissions,Moderate
Canada,Ottawa,2026,52,30.53,60.59,26.85,1.77,Construction Dust,Moderate
India,Chennai,2025,299,181.13,219.57,122.6,9.42,Power Plants,Very Poor
Australia,Perth,2020,56,26.39,70.1,19.12,1.77,Natural Dust,Moderate
Brazil,Fortaleza,2022,255,120.37,164.28,158.99,10.85,Traffic Congestion,Very Poor
USA,Los Angeles,2025,49,27.35,61.68,17.7,1.14,Natural Dust,Good
UAE,Sharjah,2019,199,95.61,153.58,109.74,6.14,Industrial Pollution,Poor
Australia,Perth,2024,112,54.66,78.85,45.29,4.52,Burning Waste,Poor
Canada,Toronto,2024,29,16.77,44.49,18.2,1.28,Construction Dust,Good
Germany,Cologne,2025,127,68.97,123.77,42.03,3.37,Power Plants,Poor
Germany,Munich,2018,56,21.56,50.41,27.7,1.93,Construction Dust,Moderate
Australia,Melbourne,2025,124,60.28,83.02,52.86,4.95,Burning Waste,Poor
Germany,Frankfurt,2018,126,55.74,125.52,56.78,3.35,Construction Dust,Poor
Canada,Vancouver,2020,71,32.46,55.99,36.8,1.71,Power Plants,Moderate
Australia,Adelaide,2026,14,5.72,29.63,2.0,0.5,Construction Dust,Good
Canada,Ottawa,2021,93,58.77,74.48,57.11,4.3,Vehicle Emissions,Moderate
UAE,Abu Dhabi,2026,293,153.66,220.87,176.84,12.27,Vehicle Emissions,Very Poor
Brazil,Fortaleza,2018,258,117.08,146.44,110.2,10.89,Burning Waste,Very Poor
France,Nice,2025,89,57.82,96.32,48.86,3.55,Traffic Congestion,Moderate
UAE,Dubai,2020,299,106.77,134.37,188.65,12.28,Traffic Congestion,Very Poor
UAE,Ajman,2024,330,243.83,328.29,129.57,9.53,Power Plants,Hazardous
Germany,Cologne,2019,122,67.19,110.79,51.62,3.18,Power Plants,Poor
India,Chennai,2024,495,261.41,357.71,197.1,15.19,Power Plants,Hazardous
Japan,Kyoto,2024,93,54.67,86.41,30.39,2.83,Power Plants,Moderate
Germany,Hamburg,2026,130,81.75,146.82,48.75,4.08,Power Plants,Poor
India,Kolkata,2019,479,302.78,440.97,220.0,19.68,Traffic Congestion,Hazardous
Canada,Calgary,2025,72,38.22,80.38,36.08,2.14,Industrial Pollution,Moderate
Japan,Osaka,2022,66,35.01,89.8,22.3,2.17,Construction Dust,Moderate
Germany,Berlin,2026,89,54.93,118.4,34.07,2.69,Natural Dust,Moderate
Japan,Tokyo,2025,113,53.0,91.22,36.56,3.33,Power Plants,Poor
Japan,Kyoto,2020,151,75.4,116.23,81.58,5.9,Traffic Congestion,Poor
UK,Glasgow,2020,116,48.66,97.14,36.54,3.64,Natural Dust,Poor
Brazil,Salvador,2025,118,48.31,88.89,68.49,5.01,Vehicle Emissions,Poor
UK,Leeds,2026,107,61.27,114.06,61.22,4.02,Traffic Congestion,Poor
India,Mumbai,2019,323,137.99,246.5,122.3,10.06,Natural Dust,Hazardous
USA,Los Angeles,2020,155,94.55,133.91,95.36,6.58,Traffic Congestion,Poor
Australia,Brisbane,2025,63,30.24,79.78,18.2,2.28,Natural Dust,Moderate
France,Paris,2019,79,42.18,79.8,54.87,3.23,Traffic Congestion,Moderate
USA,Houston,2025,89,32.1,69.1,39.02,3.15,Construction Dust,Moderate
Australia,Brisbane,2022,6,2.15,11.46,8.13,0.62,Natural Dust,Good
India,Mumbai,2023,371,208.11,291.42,143.34,15.71,Burning Waste,Hazardous
India,Mumbai,2021,170,101.49,154.07,96.92,7.61,Traffic Congestion,Poor
Canada,Vancouver,2020,79,50.14,74.1,34.8,2.84,Burning Waste,Moderate
France,Toulouse,2025,120,55.84,107.23,76.33,5.3,Traffic Congestion,Poor
Brazil,Salvador,2026,177,85.69,152.35,75.21,4.97,Power Plants,Poor
Japan,Yokohama,2025,112,59.01,91.84,68.43,3.15,Industrial Pollution,Poor
UK,Leeds,2026,43,24.05,35.16,22.62,1.59,Traffic Congestion,Good
UK,London,2018,62,28.81,50.71,33.13,2.17,Industrial Pollution,Moderate
India,Mumbai,2022,210,84.88,160.78,92.71,6.68,Construction Dust,Very Poor
UK,Birmingham,2024,128,83.94,149.25,68.3,4.05,Industrial Pollution,Poor
India,Chennai,2025,273,122.97,247.09,102.0,8.23,Natural Dust,Very Poor
Japan,Osaka,2019,82,47.54,97.27,34.04,3.5,Burning Waste,Moderate
India,Mumbai,2021,426,223.84,280.75,171.57,12.34,Power Plants,Hazardous
Canada,Calgary,2024,48,28.52,57.05,35.03,2.41,Vehicle Emissions,Good
Brazil,Salvador,2022,119,48.65,113.17,44.61,3.23,Natural Dust,Poor
UAE,Dubai,2018,258,136.32,170.59,104.96,10.99,Burning Waste,Very Poor
Germany,Munich,2019,113,79.82,113.9,44.29,5.07,Burning Waste,Poor
Brazil,Brasilia,2022,223,108.41,227.78,96.99,7.15,Construction Dust,Very Poor
Brazil,Rio de Janeiro,2023,134,68.06,146.29,52.89,3.83,Natural Dust,Poor
USA,Los Angeles,2018,97,56.11,98.86,60.49,4.06,Traffic Congestion,Moderate
France,Paris,2020,128,91.85,133.21,72.44,3.52,Industrial Pollution,Poor
France,Lyon,2023,122,49.26,72.27,76.91,5.19,Vehicle Emissions,Poor
Australia,Melbourne,2023,26,11.72,26.92,11.31,0.96,Vehicle Emissions,Good
Germany,Frankfurt,2024,94,53.08,87.07,57.79,4.25,Traffic Congestion,Moderate
Japan,Yokohama,2020,138,86.28,147.44,88.2,3.89,Industrial Pollution,Poor
UAE,Ajman,2018,242,125.8,230.61,140.03,10.27,Traffic Congestion,Very Poor
UAE,Sharjah,2024,328,160.67,198.73,128.86,9.72,Power Plants,Hazardous
France,Marseille,2020,100,48.06,71.71,52.25,2.62,Industrial Pollution,Moderate
Brazil,Brasilia,2022,188,125.63,219.87,76.2,5.92,Power Plants,Poor
Canada,Montreal,2021,69,34.18,70.88,37.2,3.06,Vehicle Emissions,Moderate
